Title,Source,URL
Ukraine war briefing: Ukrainian drones make multiple strikes inside Russia,The Guardian,https://www.theguardian.com/world/2024/dec/14/ukraine-war-briefing-ukrainian-drones-make-multiple-strikes-inside-russia
Ukraine war briefing: IMF approves $1.1bn loan to Ukraine,The Guardian,https://www.theguardian.com/world/2024/dec/21/ukraine-war-briefing-imf-approves-11bn-loan-to-ukraine
Ukraine war briefing: Biden slams Russia’s ‘outrageous’ Christmas Day assault on Ukraine,The Guardian,https://www.theguardian.com/world/2024/dec/26/ukraine-war-briefing-biden-slams-russias-outrageous-christmas-day-assault-on-ukraine
Russia-Ukraine war: Ukraine claims it struck military facility in Russia – as it happened,The Guardian,https://www.theguardian.com/world/live/2024/dec/26/russia-ukraine-war-live-ukrainian-military-russian-drones-latest-updates
Ukraine war briefing: US grants $6bn in aid to Ukraine before Trump inauguration,The Guardian,https://www.theguardian.com/world/2024/dec/31/ukraine-war-briefing-us-grants-6bn-in-aid-to-ukraine-before-trump-inauguration
Russia and Ukraine swap at least 300 prisoners in exchange deal,The Guardian,https://www.theguardian.com/world/2024/dec/30/russia-ukraine-swap-prisoners-exchange-deal
Aleksey Bugaev: Russian footballer’s spiralling story ends with death in Ukraine,The Guardian,https://www.theguardian.com/football/2025/jan/02/aleksey-bugaev-russian-footballer-death-in-ukraine
Ukraine war briefing: Western allies pledge $2bn in military aid for Ukraine ,The Guardian,https://www.theguardian.com/world/2025/jan/10/ukraine-war-briefing-western-allies-pledge-2bn-in-military-aid-for-ukraine
Ukraine war briefing: Trump sympathises with Russian stance against Ukraine joining Nato,The Guardian,https://www.theguardian.com/world/2025/jan/08/ukraine-war-briefing-trump-sympathises-with-russian-stance-against-ukraine-joining-nato
On asphalt we grow: the skateboarders of Ukraine,The Guardian,https://www.theguardian.com/world/ng-interactive/2025/jan/10/skateboarders-ukraine-photo-essay
Ukraine war briefing: Ukraine ‘captures two North Korean soldiers in Russia’,The Guardian,https://www.theguardian.com/world/2025/jan/12/ukraine-war-briefing-ukraine-captures-two-north-korean-soldiers-in-russia
Ukraine war briefing: US House speaker dumps key Ukraine backer Mike Turner,The Guardian,https://www.theguardian.com/world/2025/jan/16/ukraine-war-briefing-us-house-speaker-dumps-key-ukraine-backer-mike-turner
Russia-Ukraine war: Ukraine police conduct nationwide raids over draft evasion – as it happened,The Guardian,https://www.theguardian.com/world/live/2025/jan/17/russia-ukraine-war-live-updates-latest-news
Ukraine war briefing: Ukraine drones hit Russian oil depot; Trump floats fresh Russia sanctions,The Guardian,https://www.theguardian.com/world/2025/jan/22/ukraine-war-briefing-ukraine-drones-hit-russian-oil-depot-trump-floats-fresh-russia-sanctions
British Council’s role in UK’s solidarity with Ukraine | Letter,The Guardian,https://www.theguardian.com/world/2025/jan/23/british-council-role-in-uk-solidarity-with-ukraine
Putin ‘ready for negotiations’ with Trump on Ukraine war,The Guardian,https://www.theguardian.com/world/2025/jan/24/vladimir-putin-ready-for-negotiations-donald-trump-ukraine-war-russia
"Ukraine war briefing: US has not stopped military aid to Ukraine, says Zelenskyy",The Guardian,https://www.theguardian.com/world/2025/jan/26/ukraine-war-briefing-us-has-not-stopped-military-aid-to-ukraine-says-zelenskyy
Ukraine war briefing: Putin refuses direct talks with Zelenskyy,The Guardian,https://www.theguardian.com/world/2025/jan/29/ukraine-war-briefing-putin-refuses-direct-talks-with-zelenskyy
"Ukraine war briefing: Putin aiming to ‘manipulate’ Trump, Zelenskyy warns",The Guardian,https://www.theguardian.com/world/2025/jan/25/ukraine-war-briefing-putin-aiming-to-manipulate-trump-zelenskyy-warns
Ukraine war briefing: Ukraine dismisses Trump envoy suggestion that both sides will make concessions,The Guardian,https://www.theguardian.com/world/2025/feb/03/ukraine-war-briefing-ukraine-dismisses-trump-envoy-suggestion-that-both-sides-will-make-concessions
Moscow bomb kills pro-Russia paramilitary leader from Ukraine,The Guardian,https://www.theguardian.com/world/2025/feb/03/moscow-bomb-kills-pro-russia-paramilitary-leader
Ukraine war briefing: Bomber dies in attack on army recruitment centre,The Guardian,https://www.theguardian.com/world/2025/feb/06/ukraine-war-briefing-bomber-dies-in-attack-on-army-recruitment-centre
"Ukraine war briefing: Nothing about Ukraine without Ukraine, say European ministers",The Guardian,https://www.theguardian.com/world/2025/feb/13/ukraine-war-briefing-nothing-about-ukraine-without-ukraine-say-european-ministers
Ukraine war briefing: Power restrictions as Russia hits energy system,The Guardian,https://www.theguardian.com/world/2025/feb/11/ukraine-war-briefing-biden-approved-weapons-still-flowing-says-kellogg
"Ukraine on ‘irreversible path’ to Nato membership, Starmer tells Zelenskyy",The Guardian,https://www.theguardian.com/world/2025/feb/14/ukraine-on-irreversible-path-to-nato-membership-starmer-tells-zelenskyy
Ukraine war briefing: China lauds Trump’s Russia peace talks,The Guardian,https://www.theguardian.com/world/2025/feb/21/ukraine-war-briefing-china-lauds-trumps-russia-peace-talks
A Trump-Putin carve-up of Ukraine is indefensible | Letters,The Guardian,https://www.theguardian.com/world/2025/feb/18/a-trump-putin-carve--up-of-ukraine-is-indefensible
Why hasn’t Ukraine held elections since the war began?,The Guardian,https://www.theguardian.com/world/2025/feb/20/ukraine-elections-start-of-war-volodymyr-zelenskyy
Ukraine war briefing: Trump turnaround as he acknowledges Russia invaded Ukraine,The Guardian,https://www.theguardian.com/world/2025/feb/22/ukraine-war-briefing-trump-turnaround-as-he-acknowledges-russia-invaded-ukraine
First Thing: Macron warns Trump against ‘surrender’ in Ukraine,The Guardian,https://www.theguardian.com/us-news/2025/feb/25/macron-warns-trump-against-surrender-in-ukraine-first-thing
UN general assembly backs resolution condemning Russia for Ukraine war,The Guardian,https://www.theguardian.com/world/2025/feb/24/un-general-assembly-russia-ukraine-war
" Ukraine war briefing: US-Ukraine talks to take place in Saudi Arabia next week, Zelenskyy says",The Guardian,https://www.theguardian.com/world/2025/mar/07/ukraine-war-briefing-zelenskyy-talks-eu-defence
Is Europe misunderstanding Trump on Ukraine? | Stephen Wertheim,The Guardian,https://www.theguardian.com/commentisfree/2025/mar/03/europe-trump-ukraine
"Slim majority of Americans support Ukraine, poll finds",The Guardian,https://www.theguardian.com/us-news/2025/mar/03/ukraine-russia-support-poll
Ukraine war: Zelenskyy says Russia has carried out ‘hundreds of attacks’ against Ukraine this week – as it happened,The Guardian,https://www.theguardian.com/world/live/2025/mar/09/ukraine-war-live-volodymyr-zelenskyy-us-trump-putin-saudi-arabia-talks-news
Ukraine ceasefire: how might an end to fighting be enforced?,The Guardian,https://www.theguardian.com/world/2025/mar/14/ukraine-ceasefire-how-might-an-end-to-fighting-be-enforced
Ukraine ceasefire: what’s in the proposed deal – and what’s not,The Guardian,https://www.theguardian.com/world/2025/mar/12/ukraine-ceasefire-whats-in-the-proposed-deal-and-whats-not
Russia and Ukraine exchange aerial attacks amid ceasefire confusion,The Guardian,https://www.theguardian.com/world/2025/mar/20/russia-ukraine-aerial-attacks-ceasefire-confusion
"Ukraine ceasefire plans moving to operational phase, Starmer says",The Guardian,https://www.theguardian.com/world/2025/mar/15/ukraine-ceasefire-plans-moving-to-operational-phase-starmer-says
Europe’s leaders react with scepticism to partial Ukraine ceasefire,The Guardian,https://www.theguardian.com/world/2025/mar/19/europe-leaders-react-with-scepticism-to-partial-ukraine-ceasefire-russia-putin
